Category,Question,Answer
Fees & Scholarships,"Hello, fee for MS in Mechanical Engineering? Appreciate it.","For MS in Mechanical Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Admissions,"Hello, what is the merit for ME in Food Engineering? Can you help?",Admission to Food Engineering (ME) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Admissions,What is the merit for PhD in Mathematics? Appreciate it.,The merit criteria for PhD in Mathematics depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Academics,"Hello, chairperson contact for Architecture? Appreciate it.",The details of the Chairperson for Architecture are listed on the departmental sub-domain of the NED website.
Facilities,"Hello, what are the timings for Sports Complex? ASAP.",The Sports Complex generally operates from 8:30 AM to 4:30 PM on weekdays. Timings may vary during Ramadan or exam seasons.
Fees & Scholarships,Can you tell me what is the fee structure for Textile Engineering? Please.,The fee structure for Textile Engineering varies depending on whether you are admitted under regular or self-finance categories. Please refer to the latest prospectus.
Academics,Directions to Biomedical Engineering building? Please.,The Biomedical Engineering department is located at the Main Campus. You can find its exact location on the campus map near the academic blocks.
Admissions,Do you know what is the merit for ME in Environmental Engineering? Thanks.,The merit criteria for ME in Environmental Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Admissions,"Tell me, how much percentage is required for Electrical Engineering ME? ASAP.",Admission to Electrical Engineering (ME) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Facilities,"Hello, when does Registrar Office open? - thanks in advance!",The Registrar Office generally operates from 8:30 AM to 4:30 PM on weekdays. Timings may vary during Ramadan or exam seasons.
Fees & Scholarships,Do you know what is the fee structure for Civil Engineering? Appreciate it.,"For BS in Civil Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Fees & Scholarships,What is the fee structure for Urban & Infrastructure Engineering? ASAP.,"For PhD in Urban & Infrastructure Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Facilities,I'm looking for info on when does Engr. Abul Kalam Library open? (I need this urgently),"You can visit the Engr. Abul Kalam Library during standard university working hours, Monday to Friday."
Fees & Scholarships,Do you know fee for PhD in Electronic Engineering? Please.,"For PhD in Electronic Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Admissions,Merit criteria for Polymer & Petrochemical Engineering? ASAP.,The merit criteria for PhD in Polymer & Petrochemical Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Admissions,"Hey CampusBrain, what is the merit for MS in Physics?",Admission to Physics (MS) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Admissions,"Hi, what is the merit for PhD in Mathematics? - thanks in advance!",Admission to Mathematics (PhD) requires clearing the NED Entry Test. Merit is calculated generally as 50% entry test and 50% intermediate marks.
Fees & Scholarships,I'm looking for info on fee for ME in Urban & Infrastructure Engineering? Can you help?,"For ME in Urban & Infrastructure Engineering, the semester fee is updated annually. You can download the fee voucher from your student portal."
Admissions,"Hello, what is the merit for ME in Polymer & Petrochemical Engineering? ASAP.",The merit criteria for ME in Polymer & Petrochemical Engineering depends on the annual entry test scores and intermediate results. Please check the official NED admission portal for last year's closing merit.
Academics,"Tell me, how to find Chemical Engineering? Can you help?",You can find the Chemical Engineering at the NED Main Campus.
Academics,"Hey CampusBrain, HOD of Civil Engineering? ASAP.","To contact the HOD of Civil Engineering, please visit the specific department's page on neduet.edu.pk."
